CustomerID,P_fraud,DTS
3000006,0.001376936316695353,1000
3000018,0.00031104199066874026,1000
3000034,0.009537434430138292,935
3000070,0.0015547565834224078,1000
3000074,0.0012199372603694668,1000
3000086,0.00031104199066874026,1000
3000098,0.0057361376673040155,972
3000110,0.0012199372603694668,1000
3000246,0.0,1000
3000254,0.007591623036649215,952
3000258,0.0,1000
3000274,0.0057361376673040155,972
3000334,0.0015547565834224078,1000
3000338,0.00031104199066874026,1000
3000342,0.00031104199066874026,1000
3000366,0.0012199372603694668,1000
3000370,0.003197612449371136,1000
3000438,0.00031104199066874026,1000
3000450,0.0,1000
3000470,0.001376936316695353,1000
3000482,0.0015547565834224078,1000
3000486,0.001376936316695353,1000
3000498,0.00031104199066874026,1000
3000542,0.00031104199066874026,1000
3000546,0.001376936316695353,1000
3000566,0.00031104199066874026,1000
3000594,0.003197612449371136,1000
3000606,0.0057361376673040155,972
3000610,0.003197612449371136,1000
3000630,0.0057361376673040155,972
3000662,0.007591623036649215,952
3000666,0.009537434430138292,935
3000686,0.0012199372603694668,1000
3000698,0.07327586206896551,783
3000702,0.0012199372603694668,1000
3000746,0.00031104199066874026,1000
3000754,0.00031104199066874026,1000
3000758,0.0015547565834224078,1000
3000798,0.0,1000
3000846,0.001376936316695353,1000
3000862,0.0,1000
3000866,0.0015547565834224078,1000
3000890,0.0012199372603694668,1000
3000934,0.0015547565834224078,1000
3000938,0.0015547565834224078,1000
3000970,0.00031104199066874026,1000
3000994,0.00031104199066874026,1000
3001010,0.0012199372603694668,1000
3001034,0.001376936316695353,1000
3001042,0.0,1000
3001066,0.001376936316695353,1000
3001118,0.007591623036649215,952
3001126,0.0057361376673040155,972
3001138,0.0015547565834224078,1000
3001142,0.0012199372603694668,1000
3001158,0.001376936316695353,1000
3001162,0.0012199372603694668,1000
3001222,0.0012199372603694668,1000
3001278,0.0015547565834224078,1000
3001290,0.0015547565834224078,1000
3001334,0.00031104199066874026,1000
3001362,0.00031104199066874026,1000
3001390,0.0057361376673040155,972
3001430,0.00031104199066874026,1000
3001466,0.04964539007092199,813
3001478,0.00031104199066874026,1000
3001494,0.00031104199066874026,1000
3001514,0.00031104199066874026,1000
3001526,0.018867924528301886,885
3001538,0.00031104199066874026,1000
3001558,0.003197612449371136,1000
3001582,0.00031104199066874026,1000
3001614,0.0057361376673040155,972
3001622,0.0012199372603694668,1000
3001626,0.00298804780876494,1000
3001670,0.00031104199066874026,1000
3001694,0.0012199372603694668,1000
3001698,0.007591623036649215,952
3001734,0.00031104199066874026,1000
3001738,0.0057361376673040155,972
3001742,0.003197612449371136,1000
3001778,0.00031104199066874026,1000
3001806,0.0015547565834224078,1000
3001822,0.00031104199066874026,1000
3001918,0.00031104199066874026,1000
3001926,0.001376936316695353,1000
3001958,0.00031104199066874026,1000
3001994,0.01350337584396099,910
3002022,0.007591623036649215,952
3002030,0.00031104199066874026,1000
3002046,0.00031104199066874026,1000
3002098,0.00016550532552083022,1000
3002122,0.00031104199066874026,1000
3002150,0.00031104199066874026,1000
3002162,0.00031104199066874026,1000
3002174,0.0057361376673040155,972
3002238,0.00031104199066874026,1000
3002254,0.001376936316695353,1000
3002298,0.00031104199066874026,1000
3002314,0.0012199372603694668,1000
3002318,0.07327586206896551,783
3002342,0.00031104199066874026,1000
3002354,0.0,1000
3002386,0.00031104199066874026,1000
3002394,0.003197612449371136,1000
3002406,0.0012199372603694668,1000
3002434,0.0012199372603694668,1000
3002442,0.0012199372603694668,1000
3002478,0.0020833333333333333,1000
3002482,0.0012199372603694668,1000
3002486,0.0012199372603694668,1000
3002530,0.0057361376673040155,972
3002550,0.001376936316695353,1000
3002566,0.007591623036649215,952
3002578,0.00031104199066874026,1000
3002590,0.00031104199066874026,1000
3002594,0.003197612449371136,1000
3002622,0.0012199372603694668,1000
3002626,0.001376936316695353,1000
3002690,0.0057361376673040155,972
3002726,0.001376936316695353,1000
3002746,0.009537434430138292,935
3002750,0.00031104199066874026,1000
3002790,0.0015547565834224078,1000
3002798,0.026385224274406333,860
3002810,0.03867403314917127,832
3002822,0.009537434430138292,935
3002838,0.0015547565834224078,1000
3002842,0.00031104199066874026,1000
3002898,0.03867403314917127,832
3002902,0.009537434430138292,935
3002914,0.0,1000
3002954,0.00031104199066874026,1000
3002982,0.0057361376673040155,972
3003010,0.003197612449371136,1000
3003026,0.0015547565834224078,1000
3003034,0.0015547565834224078,1000
3003098,0.00031104199066874026,1000
3003110,4.4252727133318e-05,1000
3003130,0.0057361376673040155,972
3003138,0.00298804780876494,1000
3003142,0.007591623036649215,952
3003198,0.003197612449371136,1000
3003214,0.0015547565834224078,1000
3003230,0.0015547565834224078,1000
3003250,0.00031104199066874026,1000
3003266,0.007591623036649215,952
3003270,0.00031104199066874026,1000
3003282,0.0015547565834224078,1000
3003290,0.0015547565834224078,1000
3003294,0.00031104199066874026,1000
3003310,0.0057361376673040155,972
3003338,0.04964539007092199,813
3003374,0.001376936316695353,1000
3003382,0.007591623036649215,952
3003394,0.007591623036649215,952
3003398,0.00031104199066874026,1000
3003410,0.00031104199066874026,1000
3003430,0.021739130434782608,875
3003438,0.0015547565834224078,1000
3003454,0.9318181818181818,411
3003542,0.0015547565834224078,1000
3003550,0.00031104199066874026,1000
3003574,0.0057361376673040155,972
3003578,0.0020833333333333333,1000
3003582,0.003197612449371136,1000
3003590,0.003197612449371136,1000
3003610,0.021739130434782608,875
3003614,0.0,1000
3003618,0.0057361376673040155,972
3003622,0.1384615384615385,732
3003642,0.007591623036649215,952
3003686,0.0015547565834224078,1000
3003690,0.0,1000
3003698,0.007591623036649215,952
3003726,0.0015547565834224078,1000
3003742,0.001376936316695353,1000
3003746,0.00031104199066874026,1000
3003758,0.00031104199066874026,1000
3003770,0.00031104199066874026,1000
3003786,0.0015547565834224078,1000
3003818,0.0020833333333333333,1000
3003826,0.001376936316695353,1000
3003830,0.0057361376673040155,972
3003834,0.00031104199066874026,1000
3003874,0.0012199372603694668,1000
3003898,0.0015547565834224078,1000
3003930,0.0057361376673040155,972
3003942,0.007591623036649215,952
3003954,0.03867403314917127,832
3003982,0.0012199372603694668,1000
3003998,0.00031104199066874026,1000
3004022,0.001376936316695353,1000
3004026,0.0015547565834224078,1000
3004034,0.0015547565834224078,1000
3004042,0.00031104199066874026,1000
3004054,0.0012199372603694668,1000
3004066,0.0012199372603694668,1000
3004070,0.00031104199066874026,1000
3004094,0.001376936316695353,1000
3004098,0.00031104199066874026,1000
3004102,0.00031104199066874026,1000
3004110,0.00031104199066874026,1000
3004138,0.0057361376673040155,972
3004154,0.003197612449371136,1000
3004186,0.0057361376673040155,972
3004194,0.0012199372603694668,1000
3004202,0.009537434430138292,935
3004214,0.007591623036649215,952
3004262,0.00031104199066874026,1000
3004282,0.026385224274406333,860
3004286,0.003197612449371136,1000
3004310,0.00031104199066874026,1000
3004318,0.021739130434782608,875
3004338,0.0012199372603694668,1000
3004366,0.0015547565834224078,1000
3004378,0.0012199372603694668,1000
3004386,0.0012199372603694668,1000
3004398,0.00031104199066874026,1000
3004402,0.001376936316695353,1000
3004422,0.00031104199066874026,1000
3004430,0.0015547565834224078,1000
3004438,0.00031104199066874026,1000
3004454,0.003197612449371136,1000
3004482,0.001376936316695353,1000
3004534,0.001376936316695353,1000
3004570,0.007591623036649215,952
3004578,0.0015547565834224078,1000
3004618,0.0015547565834224078,1000
3004622,0.0015547565834224078,1000
3004650,0.0012199372603694668,1000
3004666,0.0015547565834224078,1000
3004678,0.00031104199066874026,1000
3004682,0.003197612449371136,1000
3004710,0.00031104199066874026,1000
3004718,0.0057361376673040155,972
3004722,0.00031104199066874026,1000
3004738,0.00031104199066874026,1000
3004746,0.007591623036649215,952
3004762,0.03867403314917127,832
3004770,0.007591623036649215,952
3004782,0.0015547565834224078,1000
3004806,0.0015547565834224078,1000
3004818,0.00031104199066874026,1000
3004822,0.00031104199066874026,1000
3004830,0.01350337584396099,910
3004834,0.003197612449371136,1000
3004882,0.9879518072289156,282
3004894,0.0015547565834224078,1000
3004898,0.00031104199066874026,1000
3004910,0.0015547565834224078,1000
3004918,0.0012199372603694668,1000
3004922,0.01350337584396099,910
3004934,0.00031104199066874026,1000
3004946,0.9318181818181818,411
3004950,0.0015547565834224078,1000
3004966,0.00031104199066874026,1000
3005006,0.0057361376673040155,972
3005018,0.0015547565834224078,1000
3005022,0.003197612449371136,1000
3005026,0.007591623036649215,952
3005030,0.0057361376673040155,972
3005058,0.0012199372603694668,1000
3005078,0.0015547565834224078,1000
3005086,0.00031104199066874026,1000
3005118,0.0015547565834224078,1000
3005138,0.0012199372603694668,1000
3005178,0.00031104199066874026,1000
3005202,0.0012199372603694668,1000
3005226,0.00031104199066874026,1000
3005238,0.0015547565834224078,1000
3005246,0.00031104199066874026,1000
3005278,0.026385224274406333,860
3005282,0.00031104199066874026,1000
3005314,0.021739130434782608,875
3005334,0.0012199372603694668,1000
3005342,0.0057361376673040155,972
3005350,0.00031104199066874026,1000
3005386,0.0015547565834224078,1000
3005442,0.001376936316695353,1000
3005474,0.003197612449371136,1000
3005486,0.001376936316695353,1000
3005490,0.0020833333333333333,1000
3005494,0.0015547565834224078,1000
3005502,0.0012199372603694668,1000
3005510,0.0015547565834224078,1000
3005526,0.07327586206896551,783
3005570,0.00031104199066874026,1000
3005582,0.009537434430138292,935
3005594,0.0015547565834224078,1000
3005602,0.0,1000
3005630,0.0015547565834224078,1000
3005646,0.00031104199066874026,1000
3005662,0.007591623036649215,952
3005678,0.0015547565834224078,1000
3005682,0.00031104199066874026,1000
3005710,0.0057361376673040155,972
3005750,0.0015547565834224078,1000
3005766,0.00031104199066874026,1000
3005834,0.001376936316695353,1000
3005850,0.0012199372603694668,1000
3005906,0.0057361376673040155,972
3005974,0.001376936316695353,1000
3005978,0.0020833333333333333,1000
3005982,0.001376936316695353,1000
3005986,0.0057361376673040155,972
3006054,0.0015547565834224078,1000
3006062,0.003197612449371136,1000
3006082,0.001376936316695353,1000
3006086,0.0012199372603694668,1000
3006094,0.00031104199066874026,1000
3006134,0.0015547565834224078,1000
3006142,0.001376936316695353,1000
3006150,0.00031104199066874026,1000
3006154,0.00031104199066874026,1000
3006162,0.00031104199066874026,1000
3006198,0.0012199372603694668,1000
3006210,0.0012199372603694668,1000
3006242,0.003197612449371136,1000
3006246,0.0015547565834224078,1000
3006254,0.0015547565834224078,1000
3006282,0.0015547565834224078,1000
