CustomerID,P_fraud,DTS
3000006,0.0008,1000
3000018,0.0,1000
3000034,0.10090361445783133,758
3000070,0.005668398677373642,973
3000074,0.0018125599744109177,1000
3000086,0.0018125599744109177,1000
3000098,0.005668398677373642,973
3000110,0.0008,1000
3000246,0.0008,1000
3000254,0.02911534154535275,853
3000258,0.0,1000
3000274,0.017917511832319138,889
3000334,0.005668398677373642,973
3000338,0.0018125599744109177,1000
3000342,0.0024834437086092716,1000
3000366,0.0018125599744109177,1000
3000370,0.00797957229492499,948
3000438,0.0018125599744109177,1000
3000450,0.0008,1000
3000470,0.004183304810800532,995
3000482,0.004183304810800532,995
3000486,0.0024834437086092716,1000
3000498,0.0018125599744109177,1000
3000542,0.0013869625520110957,1000
3000546,0.004183304810800532,995
3000566,0.0013869625520110957,1000
3000594,0.005668398677373642,973
3000606,0.005668398677373642,973
3000610,0.017917511832319138,889
3000630,0.02064631956912029,878
3000662,0.02591792656587473,862
3000666,0.02064631956912029,878
3000686,0.0018125599744109177,1000
3000698,0.004183304810800532,995
3000702,0.0036469730123997084,1000
3000746,0.0008,1000
3000754,0.0018446781036709095,1000
3000758,0.004149377593360996,995
3000798,0.0,1000
3000846,0.005668398677373642,973
3000862,0.0018125599744109177,1000
3000866,0.0018125599744109177,1000
3000890,0.0018125599744109177,1000
3000934,0.0018446781036709095,1000
3000938,0.005668398677373642,973
3000970,0.0018125599744109177,1000
3000994,0.0008,1000
3001010,0.0018125599744109177,1000
3001034,0.0018446781036709095,1000
3001042,0.0008,1000
3001066,0.0024834437086092716,1000
3001118,0.00797957229492499,948
3001126,0.0033112582781456954,1000
3001138,0.004183304810800532,995
3001142,0.0018125599744109177,1000
3001158,0.0018446781036709095,1000
3001162,0.0018125599744109177,1000
3001222,0.0018446781036709095,1000
3001278,0.004183304810800532,995
3001290,0.004183304810800532,995
3001334,0.0018125599744109177,1000
3001362,0.0018125599744109177,1000
3001390,0.014155712841253791,906
3001430,0.0018125599744109177,1000
3001466,0.05399568034557235,807
3001478,0.0008,1000
3001494,0.0018125599744109177,1000
3001514,0.0018125599744109177,1000
3001526,0.00797957229492499,948
3001538,0.0018125599744109177,1000
3001558,0.00797957229492499,948
3001582,0.0013869625520110957,1000
3001614,0.00797957229492499,948
3001622,0.0018125599744109177,1000
3001626,0.00797957229492499,948
3001670,0.0018125599744109177,1000
3001694,0.0018446781036709095,1000
3001698,0.03350083752093802,843
3001734,0.0018125599744109177,1000
3001738,0.004183304810800532,995
3001742,0.00797957229492499,948
3001778,0.0008,1000
3001806,0.005668398677373642,973
3001822,0.0018125599744109177,1000
3001918,0.0008,1000
3001926,0.004149377593360996,995
3001958,0.0018446781036709095,1000
3001994,0.005668398677373642,973
3002022,0.0018446781036709095,1000
3002030,0.0018125599744109177,1000
3002046,0.0018125599744109177,1000
3002098,0.0,1000
3002122,0.0013869625520110957,1000
3002150,0.0,1000
